work_year,salary_in_usd,rn,cumulative_salary
2021,25532,61,1163434
2021,77684,62,1207310
2021,100000,63,1251054
2021,58000,64,1221316
2021,20171,65,1152833
2021,109000,66,1126833
2022,130000,67,1210024
2022,90000,68,1296024
2022,136620,69,1328953
2022,99360,70,1263313
2022,117789,71,1344459
2022,104702,72,1334161
2022,146000,73,1390161
2022,123000,74,1484762
2022,65438,75,1420200
2022,39263,76,1442559
2022,165220,77,1582247
2022,120160,78,1624723
2022,180000,79,1704723
2022,120000,80,1766723
2022,95550,81,1842102
2022,167000,82,1900102
2022,123000,83,1893102
2022,150000,84,1953102
2022,211500,85,2027982
2022,138600,86,2067222
2022,170000,87,2119433
2022,123000,88,2137731
2022,215300,89,2207031
2022,158200,90,2242231
2022,180000,91,2356793
2022,71982,92,2389512
2022,45807,93,2270099
2022,260000,94,2409939
2022,180000,95,2409939
2022,80000,96,2369939
2022,140400,97,2414789
2022,215300,98,2463089
2022,31615,99,2371704
2022,18442,100,2240146
2022,104890,101,2133536
2022,140000,102,2134936
2022,220000,103,2184936
2022,140000,104,2201936
2022,183228,105,2169864
2022,91614,106,2103278
2022,185100,107,2108378
2022,200000,108,2236396
2022,120000,109,2310589
2022,230000,110,2280589
2022,100000,111,2200589
2022,100000,112,2220589
2022,35590,113,2115779
2022,100000,114,2000479
2022,165000,115,2133864
2022,52396,116,2167818
2022,40000,117,2102928
2022,86703,118,2049631
2022,48000,119,1877631
2022,122346,120,1859977
2022,69336,121,1746085
2022,135000,122,1789471
2022,78000,123,1682371
2022,141300,124,1623671
2022,102100,125,1605771
2022,205300,126,1581071
2022,140400,127,1621471
2022,176000,128,1697471
2022,144000,129,1805881
2022,205300,130,1911181
2022,140400,131,1886581
2022,140000,132,1974185
2022,210000,133,2144185
2022,140000,134,2197482
2022,210000,135,2359482
2022,140000,136,2377136
2022,210000,137,2517800
2022,140000,138,2522800
2022,230000,139,2674800
2022,150000,140,2683500
2022,210000,141,2791400
2022,160000,142,2746100
2022,130000,143,2735700
2020,49268,17,1504221
2020,105000,18,1529388
2020,91237,19,1584890
2020,62726,20,1596295
2020,42197,21,1598011
2021,53192,22,1611287
2021,29751,23,1572610
2021,73000,24,1599850
2021,50000,25,1572892
2021,9466,26,1477358
2021,49646,27,1488228
2021,100000,28,1470228
2021,80000,29,1430228
2021,82500,30,1374378
2021,150000,31,1502709
2021,75774,32,1166483
2021,13400,33,1117157
2021,119059,34,1186948
2021,2859,35,1084807
2021,40038,36,1033608
2021,5679,37,976561
2021,90734,38,1025098
2021,147000,39,1118906
2021,61467,40,1150622
2021,37825,41,1115447
2021,160000,42,1225447
2021,12901,43,1228882
2021,90734,44,1269970
2021,116914,45,1286884
2021,33808,46,1240692
2021,56256,47,1214448
2021,87738,48,1152186
2021,88654,49,1165066
2021,135000,50,1286666
2021,46809,51,1214416
2021,4000,52,1215557
2021,103691,53,1279210
2021,165000,54,1438531
2021,36643,55,1384440
2021,115000,56,1352440
2021,90000,57,1380973
2021,28399,58,1371547
2021,130000,59,1341547
2021,16904,60,1345550
2021,25532,61,1280348
2021,77684,62,1241118
2021,100000,63,1307310
2021,58000,64,1309054
2021,20171,65,1241487
2021,109000,66,1261833
2022,130000,67,1256833
2022,90000,68,1300024
2022,136620,69,1432644
2022,99360,70,1428313
2022,117789,71,1381102
2022,104702,72,1449161
2022,146000,73,1480161
2022,123000,74,1513161
2022,65438,75,1550200
2022,39263,76,1459463
2022,165220,77,1607779
2022,120160,78,1702407
2022,180000,79,1804723
2022,120000,80,1824723
2022,95550,81,1862273
2022,167000,82,2009102
2022,123000,83,2023102
2022,150000,84,2043102
2022,211500,85,2164602
2022,138600,86,2166582
2022,170000,87,2237222
2022,123000,88,2242433
2022,215300,89,2353031
2022,158200,90,2365231
2022,180000,91,2422231
2022,71982,92,2428775
2022,45807,93,2435319
2022,260000,94,2530099
2022,180000,95,2589939
2022,80000,96,2489939
2022,140400,97,2510339
2022,215300,98,2630089
2022,31615,99,2494704
2022,18442,100,2390146
2022,104890,101,2345036
2022,140000,102,2273536
2022,220000,103,2354936
2022,140000,104,2324936
2022,183228,105,2385164
2022,91614,106,2261478
2022,185100,107,2288378
2022,200000,108,2308378
2022,120000,109,2356396
2022,230000,110,2540589
2022,100000,111,2380589
2022,100000,112,2300589
2022,35590,113,2256179
2022,100000,114,2215779
2022,165000,115,2165479
2022,52396,116,2186260
2022,40000,117,2207818
2022,86703,118,2189631
2022,48000,119,2097631
2022,122346,120,1999977
2022,69336,121,1929313
2022,135000,122,1881085
2022,78000,123,1867471
2022,141300,124,1823671
2022,102100,125,1725771
2022,205300,126,1811071
2022,140400,127,1721471
2022,176000,128,1797471
2022,144000,129,1841471
2022,205300,130,2011181
2022,140400,131,2051581
2022,140000,132,2026581
2022,210000,133,2184185
2022,140000,134,2284185
2022,210000,135,2407482
2022,140000,136,2499482
2022,210000,137,2587136
2022,140000,138,2657800
2022,230000,139,2752800
2022,150000,140,2824800
2022,210000,141,2893500
2022,160000,142,2951400
2022,130000,143,2876100
2020,105000,18,1609221
2020,91237,19,1620625
2020,62726,20,1647616
2020,42197,21,1638492
2021,53192,22,1651203
2021,29751,23,1641038
2021,73000,24,1645610
2021,50000,25,1649850
2021,9466,26,1582358
2021,49646,27,1527004
2021,100000,28,1588228
2021,80000,29,1550228
2021,82500,30,1512728
2021,150000,31,1524378
2021,75774,32,1578483
2021,13400,33,1179883
2021,119059,34,1236216
2021,2859,35,1189807
2021,40038,36,1124845
2021,5679,37,1039287
2021,90734,38,1067295
2021,147000,39,1172098
2021,61467,40,1180373
2021,37825,41,1188447
2021,160000,42,1275447
2021,12901,43,1238348
2021,90734,44,1319616
2021,116914,45,1386884
2021,33808,46,1320692
2021,56256,47,1296948
2021,87738,48,1302186
2021,88654,49,1240840
2021,135000,50,1300066
2021,46809,51,1333475
2021,4000,52,1218416
2021,103691,53,1319248
2021,165000,54,1444210
2021,36643,55,1475174
2021,115000,56,1499440
2021,90000,57,1442440
2021,28399,58,1409372
2021,130000,59,1501547
2021,16904,60,1358451
2021,25532,61,1371082
2021,77684,62,1358032
2021,100000,63,1341118
2021,58000,64,1365310
2021,20171,65,1329225
2021,109000,66,1350487
2022,130000,67,1391833
2022,90000,68,1346833
2022,136620,69,1436644
2022,99360,70,1532004
2022,117789,71,1546102
2022,104702,72,1485804
2022,146000,73,1595161
2022,123000,74,1603161
2022,65438,75,1578599
2022,39263,76,1589463
2022,165220,77,1624683
2022,120160,78,1727939
2022,180000,79,1882407
2022,120000,80,1924723
2022,95550,81,1920273
2022,167000,82,2029273
2022,123000,83,2132102
2022,150000,84,2173102
2022,211500,85,2254602
2022,138600,86,2303202
2022,170000,87,2336582
2022,123000,88,2360222
2022,215300,89,2457733
2022,158200,90,2511231
2022,180000,91,2545231
2022,71982,92,2494213
2022,45807,93,2474582
2022,260000,94,2695319
2022,180000,95,2710099
2022,80000,96,2669939
2022,140400,97,2630339
2022,215300,98,2725639
2022,31615,99,2661704
2022,18442,100,2513146
2022,104890,101,2495036
2022,140000,102,2485036
2022,220000,103,2493536
2022,140000,104,2494936
2022,183228,105,2508164
2022,91614,106,2476778
2022,185100,107,2446578
2022,200000,108,2488378
2022,120000,109,2428378
2022,230000,110,2586396
2022,100000,111,2640589
2022,100000,112,2480589
2022,35590,113,2336179
2022,100000,114,2356179
2022,165000,115,2380779
2022,52396,116,2217875
2022,40000,117,2226260
2022,86703,118,2294521
2022,48000,119,2237631
2022,122346,120,2219977
2022,69336,121,2069313
2022,135000,122,2064313
2022,78000,123,1959085
2022,141300,124,2008771
2022,102100,125,1925771
2022,205300,126,1931071
2022,140400,127,1951471
2022,176000,128,1897471
2022,144000,129,1941471
2022,205300,130,2046771
2022,140400,131,2151581
2022,140000,132,2191581
2022,210000,133,2236581
2022,140000,134,2324185
2022,210000,135,2494185
2022,140000,136,2547482
2022,210000,137,2709482
2022,140000,138,2727136
2022,230000,139,2887800
2022,150000,140,2902800
2022,210000,141,3034800
2022,160000,142,3053500
2022,130000,143,3081400
2020,91237,19,1700458
2020,62726,20,1683351
2020,42197,21,1689813
2021,53192,22,1691684
2021,29751,23,1680954
2021,73000,24,1714038
2021,50000,25,1695610
2021,9466,26,1659316
2021,49646,27,1632004
2021,100000,28,1627004
2021,80000,29,1668228
2021,82500,30,1632728
2021,150000,31,1662728
2021,75774,32,1600152
2021,13400,33,1591883
2021,119059,34,1298942
2021,2859,35,1239075
2021,40038,36,1229845
2021,5679,37,1130524
2021,90734,38,1130021
2021,147000,39,1214295
2021,61467,40,1233565
2021,37825,41,1218198
2021,160000,42,1348447
2021,12901,43,1288348
2021,90734,44,1329082
2021,116914,45,1436530
2021,33808,46,1420692
2021,56256,47,1376948
2021,87738,48,1384686
2021,88654,49,1390840
2021,135000,50,1375840
2021,46809,51,1346875
2021,4000,52,1337475
2021,103691,53,1322107
2021,165000,54,1484248
2021,36643,55,1480853
2021,115000,56,1590174
2021,90000,57,1589440
2021,28399,58,1470839
2021,130000,59,1539372
2021,16904,60,1518451
2021,25532,61,1383983
2021,77684,62,1448766
2021,100000,63,1458032
2021,58000,64,1399118
2021,20171,65,1385481
2021,109000,66,1438225
2022,130000,67,1480487
2022,90000,68,1481833
2022,136620,69,1483453
2022,99360,70,1536004
2022,117789,71,1649793
2022,104702,72,1650804
2022,146000,73,1631804
2022,123000,74,1718161
2022,65438,75,1668599
2022,39263,76,1617862
2022,165220,77,1754683
2022,120160,78,1744843
2022,180000,79,1907939
2022,120000,80,2002407
2022,95550,81,2020273
2022,167000,82,2087273
2022,123000,83,2152273
2022,150000,84,2282102
2022,211500,85,2384602
2022,138600,86,2393202
2022,170000,87,2473202
2022,123000,88,2459582
2022,215300,89,2575522
2022,158200,90,2615933
2022,180000,91,2691231
2022,71982,92,2617213
2022,45807,93,2540020
2022,260000,94,2734582
2022,180000,95,2875319
2022,80000,96,2790099
2022,140400,97,2810339
2022,215300,98,2845639
2022,31615,99,2757254
2022,18442,100,2680146
2022,104890,101,2618036
2022,140000,102,2635036
2022,220000,103,2705036
2022,140000,104,2633536
2022,183228,105,2678164
2022,91614,106,2599778
2022,185100,107,2661878
2022,200000,108,2646578
2022,120000,109,2608378
2022,230000,110,2658378
2022,100000,111,2686396
2022,100000,112,2740589
2022,35590,113,2516179
2022,100000,114,2436179
2022,165000,115,2521179
2022,52396,116,2433175
2022,40000,117,2257875
2022,86703,118,2312963
2022,48000,119,2342521
2022,122346,120,2359977
2022,69336,121,2289313
2022,135000,122,2204313
2022,78000,123,2142313
2022,141300,124,2100385
2022,102100,125,2110871
2022,205300,126,2131071
2022,140400,127,2071471
2022,176000,128,2127471
2022,144000,129,2041471
2022,205300,130,2146771
2022,140400,131,2187171
2022,140000,132,2291581
2022,210000,133,2401581
2022,140000,134,2376581
2022,210000,135,2534185
2022,140000,136,2634185
2022,210000,137,2757482
2022,140000,138,2849482
2022,230000,139,2957136
2022,150000,140,3037800
2022,210000,141,3112800
2022,160000,142,3194800
2022,130000,143,3183500
2020,62726,20,1763184
2020,42197,21,1725548
2021,53192,22,1743005
2021,29751,23,1721435
2021,73000,24,1753954
2021,50000,25,1764038
2021,9466,26,1705076
2021,49646,27,1708962
2021,100000,28,1732004
2021,80000,29,1707004
2021,82500,30,1750728
2021,150000,31,1782728
2021,75774,32,1738502
2021,13400,33,1613552
2021,119059,34,1710942
2021,2859,35,1301801
2021,40038,36,1279113
2021,5679,37,1235524
2021,90734,38,1221258
2021,147000,39,1277021
2021,61467,40,1275762
2021,37825,41,1271390
2021,160000,42,1378198
2021,12901,43,1361348
2021,90734,44,1379082
2021,116914,45,1445996
2021,33808,46,1470338
2021,56256,47,1476948
2021,87738,48,1464686
2021,88654,49,1473340
2021,135000,50,1525840
2021,46809,51,1422649
2021,4000,52,1350875
2021,103691,53,1441166
2021,165000,54,1487107
2021,36643,55,1520891
2021,115000,56,1595853
2021,90000,57,1680174
2021,28399,58,1617839
2021,130000,59,1600839
2021,16904,60,1556276
2021,25532,61,1543983
2021,77684,62,1461667
2021,100000,63,1548766
2021,58000,64,1516032
2021,20171,65,1419289
2021,109000,66,1494481
2022,130000,67,1568225
2022,90000,68,1570487
2022,136620,69,1618453
2022,99360,70,1582813
2022,117789,71,1653793
2022,104702,72,1754495
2022,146000,73,1796804
2022,123000,74,1754804
2022,65438,75,1783599
2022,39263,76,1707862
2022,165220,77,1783082
2022,120160,78,1874843
2022,180000,79,1924843
2022,120000,80,2027939
2022,95550,81,2097957
2022,167000,82,2187273
2022,123000,83,2210273
2022,150000,84,2302273
2022,211500,85,2493602
2022,138600,86,2523202
2022,170000,87,2563202
2022,123000,88,2596202
2022,215300,89,2674882
2022,158200,90,2733722
2022,180000,91,2795933
2022,71982,92,2763213
2022,45807,93,2663020
2022,260000,94,2800020
2022,180000,95,2914582
2022,80000,96,2955319
2022,140400,97,2930499
2022,215300,98,3025639
2022,31615,99,2877254
2022,18442,100,2775696
2022,104890,101,2785036
2022,140000,102,2758036
2022,220000,103,2855036
2022,140000,104,2845036
2022,183228,105,2816764
2022,91614,106,2769778
2022,185100,107,2784878
2022,200000,108,2861878
2022,120000,109,2766578
2022,230000,110,2838378
2022,100000,111,2758378
2022,100000,112,2786396
2022,35590,113,2776179
2022,100000,114,2616179
2022,165000,115,2601179
2022,52396,116,2573575
2022,40000,117,2473175
2022,86703,118,2344578
2022,48000,119,2360963
2022,122346,120,2464867
2022,69336,121,2429313
2022,135000,122,2424313
2022,78000,123,2282313
2022,141300,124,2283613
2022,102100,125,2202485
2022,205300,126,2316171
2022,140400,127,2271471
2022,176000,128,2247471
2022,144000,129,2271471
2022,205300,130,2246771
2022,140400,131,2287171
2022,140000,132,2327171
2022,210000,133,2501581
2022,140000,134,2541581
2022,210000,135,2586581
2022,140000,136,2674185
2022,210000,137,2844185
2022,140000,138,2897482
2022,230000,139,3079482
2022,150000,140,3107136
2022,210000,141,3247800
2022,160000,142,3272800
2022,130000,143,3324800
2020,42197,21,1805381
2021,53192,22,1778740
2021,29751,23,1772756
2021,73000,24,1794435
2021,50000,25,1803954
2021,9466,26,1773504
2021,49646,27,1754722
2021,100000,28,1808962
2021,80000,29,1812004
2021,82500,30,1789504
2021,150000,31,1900728
2021,75774,32,1858502
2021,13400,33,1751902
2021,119059,34,1732611
2021,2859,35,1713801
2021,40038,36,1341839
2021,5679,37,1284792
2021,90734,38,1326258
2021,147000,39,1368258
2021,61467,40,1338488
2021,37825,41,1313587
2021,160000,42,1431390
2021,12901,43,1391099
2021,90734,44,1452082
2021,116914,45,1495996
2021,33808,46,1479804
2021,56256,47,1526594
2021,87738,48,1564686
2021,88654,49,1553340
2021,135000,50,1608340
2021,46809,51,1572649
2021,4000,52,1426649
2021,103691,53,1454566
2021,165000,54,1606166
2021,36643,55,1523750
2021,115000,56,1635891
2021,90000,57,1685853
2021,28399,58,1708573
2021,130000,59,1747839
2021,16904,60,1617743
2021,25532,61,1581808
2021,77684,62,1621667
2021,100000,63,1561667
2021,58000,64,1606766
2021,20171,65,1536203
2021,109000,66,1528289
2022,130000,67,1624481
2022,90000,68,1658225
2022,136620,69,1707107
2022,99360,70,1717813
2022,117789,71,1700602
2022,104702,72,1758495
2022,146000,73,1900495
2022,123000,74,1919804
2022,65438,75,1820242
2022,39263,76,1822862
2022,165220,77,1873082
2022,120160,78,1903242
2022,180000,79,2054843
2022,120000,80,2044843
2022,95550,81,2123489
2022,167000,82,2264957
2022,123000,83,2310273
2022,150000,84,2360273
2022,211500,85,2513773
2022,138600,86,2632202
2022,170000,87,2693202
2022,123000,88,2686202
2022,215300,89,2811502
2022,158200,90,2833082
2022,180000,91,2913722
2022,71982,92,2867915
2022,45807,93,2809020
2022,260000,94,2923020
2022,180000,95,2980020
2022,80000,96,2994582
2022,140400,97,3095719
2022,215300,98,3145799
2022,31615,99,3057254
2022,18442,100,2895696
2022,104890,101,2880586
2022,140000,102,2925036
2022,220000,103,2978036
2022,140000,104,2995036
2022,183228,105,3028264
2022,91614,106,2908378
2022,185100,107,2954878
2022,200000,108,2984878
2022,120000,109,2981878
2022,230000,110,2996578
2022,100000,111,2938378
2022,100000,112,2858378
2022,35590,113,2821986
2022,100000,114,2876179
2022,165000,115,2781179
2022,52396,116,2653575
2022,40000,117,2613575
2022,86703,118,2559878
2022,48000,119,2392578
2022,122346,120,2483309
2022,69336,121,2534203
2022,135000,122,2564313
2022,78000,123,2502313
2022,141300,124,2423613
2022,102100,125,2385713
2022,205300,126,2407785
2022,140400,127,2456571
2022,176000,128,2447471
2022,144000,129,2391471
2022,205300,130,2476771
2022,140400,131,2387171
2022,140000,132,2427171
2022,210000,133,2537171
2022,140000,134,2641581
2022,210000,135,2751581
2022,140000,136,2726581
2022,210000,137,2884185
2022,140000,138,2984185
2022,230000,139,3127482
2022,150000,140,3229482
2022,210000,141,3317136
2022,160000,142,3407800
2022,130000,143,3402800
2021,53192,22,1858573
2021,29751,23,1808491
2021,73000,24,1845756
2021,50000,25,1844435
2021,9466,26,1813420
2021,49646,27,1823150
2021,100000,28,1854722
2021,80000,29,1888962
2021,82500,30,1894504
2021,150000,31,1939504
2021,75774,32,1976502
2021,13400,33,1871902
2021,119059,34,1870961
2021,2859,35,1735470
2021,40038,36,1753839
2021,5679,37,1347518
2021,90734,38,1375526
2021,147000,39,1473258
2021,61467,40,1429725
2021,37825,41,1376313
2021,160000,42,1473587
2021,12901,43,1444291
2021,90734,44,1481833
2021,116914,45,1568996
2021,33808,46,1529804
2021,56256,47,1536060
2021,87738,48,1614332
2021,88654,49,1653340
2021,135000,50,1688340
2021,46809,51,1655149
2021,4000,52,1576649
2021,103691,53,1530340
2021,165000,54,1619566
2021,36643,55,1642809
2021,115000,56,1638750
2021,90000,57,1725891
2021,28399,58,1714252
2021,130000,59,1838573
2021,16904,60,1764743
2021,25532,61,1643275
2021,77684,62,1659492
2021,100000,63,1721667
2021,58000,64,1619667
2021,20171,65,1626937
2021,109000,66,1645203
2022,130000,67,1658289
2022,90000,68,1714481
2022,136620,69,1794845
2022,99360,70,1806467
2022,117789,71,1835602
2022,104702,72,1805304
2022,146000,73,1904495
2022,123000,74,2023495
2022,65438,75,1985242
2022,39263,76,1859505
2022,165220,77,1988082
2022,120160,78,1993242
2022,180000,79,2083242
2022,120000,80,2174843
2022,95550,81,2140393
2022,167000,82,2290489
2022,123000,83,2387957
2022,150000,84,2460273
2022,211500,85,2571773
2022,138600,86,2652373
2022,170000,87,2802202
2022,123000,88,2816202
2022,215300,89,2901502
2022,158200,90,2969702
2022,180000,91,3013082
2022,71982,92,2985704
2022,45807,93,2913722
2022,260000,94,3069020
2022,180000,95,3103020
2022,80000,96,3060020
2022,140400,97,3134982
2022,215300,98,3311019
2022,31615,99,3177414
2022,18442,100,3075696
2022,104890,101,3000586
2022,140000,102,3020586
2022,220000,103,3145036
2022,140000,104,3118036
2022,183228,105,3178264
2022,91614,106,3119878
2022,185100,107,3093478
2022,200000,108,3154878
2022,120000,109,3104878
2022,230000,110,3211878
2022,100000,111,3096578
2022,100000,112,3038378
2022,35590,113,2893968
2022,100000,114,2921986
2022,165000,115,3041179
2022,52396,116,2833575
2022,40000,117,2693575
2022,86703,118,2700278
2022,48000,119,2607878
2022,122346,120,2514924
2022,69336,121,2552645
2022,135000,122,2669203
2022,78000,123,2642313
2022,141300,124,2643613
2022,102100,125,2525713
2022,205300,126,2591013
2022,140400,127,2548185
2022,176000,128,2632571
2022,144000,129,2591471
2022,205300,130,2596771
2022,140400,131,2617171
2022,140000,132,2527171
2022,210000,133,2637171
2022,140000,134,2677171
2022,210000,135,2851581
2022,140000,136,2891581
2022,210000,137,2936581
2022,140000,138,3024185
2022,230000,139,3214185
2022,150000,140,3277482
2022,210000,141,3439482
2022,160000,142,3477136
2022,130000,143,3537800
2021,29751,23,1888324
2021,73000,24,1881491
2021,50000,25,1895756
2021,9466,26,1853901
2021,49646,27,1863066
2021,100000,28,1923150
2021,80000,29,1934722
2021,82500,30,1971462
2021,150000,31,2044504
2021,75774,32,2015278
2021,13400,33,1989902
2021,119059,34,1990961
2021,2859,35,1873820
2021,40038,36,1775508
2021,5679,37,1759518
2021,90734,38,1438252
2021,147000,39,1522526
2021,61467,40,1534725
2021,37825,41,1467550
2021,160000,42,1536313
2021,12901,43,1486488
2021,90734,44,1535025
2021,116914,45,1598747
2021,33808,46,1602804
2021,56256,47,1586060
2021,87738,48,1623798
2021,88654,49,1702986
2021,135000,50,1788340
2021,46809,51,1735149
2021,4000,52,1659149
2021,103691,53,1680340
2021,165000,54,1695340
2021,36643,55,1656209
2021,115000,56,1757809
2021,90000,57,1728750
2021,28399,58,1754290
2021,130000,59,1844252
2021,16904,60,1855477
2021,25532,61,1790275
2021,77684,62,1720959
2021,100000,63,1759492
2021,58000,64,1779667
2021,20171,65,1639838
2021,109000,66,1735937
2022,130000,67,1775203
2022,90000,68,1748289
2022,136620,69,1851101
2022,99360,70,1894205
2022,117789,71,1924256
2022,104702,72,1940304
2022,146000,73,1951304
2022,123000,74,2027495
2022,65438,75,2088933
2022,39263,76,2024505
2022,165220,77,2024725
2022,120160,78,2108242
2022,180000,79,2173242
2022,120000,80,2203242
2022,95550,81,2270393
2022,167000,82,2307393
2022,123000,83,2413489
2022,150000,84,2537957
2022,211500,85,2671773
2022,138600,86,2710373
2022,170000,87,2822373
2022,123000,88,2925202
2022,215300,89,3031502
2022,158200,90,3059702
2022,180000,91,3149702
2022,71982,92,3085064
2022,45807,93,3031511
2022,260000,94,3173722
2022,180000,95,3249020
2022,80000,96,3183020
2022,140400,97,3200420
2022,215300,98,3350282
2022,31615,99,3342634
2022,18442,100,3195856
2022,104890,101,3180586
2022,140000,102,3140586
2022,220000,103,3240586
2022,140000,104,3285036
2022,183228,105,3301264
2022,91614,106,3269878
2022,185100,107,3304978
2022,200000,108,3293478
2022,120000,109,3274878
2022,230000,110,3334878
2022,100000,111,3311878
2022,100000,112,3196578
2022,35590,113,3073968
2022,100000,114,2993968
2022,165000,115,3086986
2022,52396,116,3093575
2022,40000,117,2873575
2022,86703,118,2780278
2022,48000,119,2748278
2022,122346,120,2730224
2022,69336,121,2584260
2022,135000,122,2687645
2022,78000,123,2747203
2022,141300,124,2783613
2022,102100,125,2745713
2022,205300,126,2731013
2022,140400,127,2731413
2022,176000,128,2724185
2022,144000,129,2776571
2022,205300,130,2796771
2022,140400,131,2737171
2022,140000,132,2757171
2022,210000,133,2737171
2022,140000,134,2777171
2022,210000,135,2887171
2022,140000,136,2991581
2022,210000,137,3101581
2022,140000,138,3076581
2022,230000,139,3254185
2022,150000,140,3364185
2022,210000,141,3487482
2022,160000,142,3599482
2022,130000,143,3607136
2021,73000,24,1961324
2021,50000,25,1931491
2021,9466,26,1905222
2021,49646,27,1903547
2021,100000,28,1963066
2021,80000,29,2003150
2021,82500,30,2017222
2021,150000,31,2121462
2021,75774,32,2120278
2021,13400,33,2028678
2021,119059,34,2108961
2021,2859,35,1993820
2021,40038,36,1913858
2021,5679,37,1781187
2021,90734,38,1850252
2021,147000,39,1585252
2021,61467,40,1583993
2021,37825,41,1572550
2021,160000,42,1627550
2021,12901,43,1549214
2021,90734,44,1577222
2021,116914,45,1651939
2021,33808,46,1632555
2021,56256,47,1659060
2021,87738,48,1673798
2021,88654,49,1712452
2021,135000,50,1837986
2021,46809,51,1835149
2021,4000,52,1739149
2021,103691,53,1762840
2021,165000,54,1845340
2021,36643,55,1731983
2021,115000,56,1771209
2021,90000,57,1847809
2021,28399,58,1757149
2021,130000,59,1884290
2021,16904,60,1861156
2021,25532,61,1881009
2021,77684,62,1867959
2021,100000,63,1820959
2021,58000,64,1817492
2021,20171,65,1799838
2021,109000,66,1748838
2022,130000,67,1865937
2022,90000,68,1865203
2022,136620,69,1884909
2022,99360,70,1950461
2022,117789,71,2011994
2022,104702,72,2028958
2022,146000,73,2086304
2022,123000,74,2074304
2022,65438,75,2092933
2022,39263,76,2128196
2022,165220,77,2189725
2022,120160,78,2144885
2022,180000,79,2288242
2022,120000,80,2293242
2022,95550,81,2298792
2022,167000,82,2437393
2022,123000,83,2430393
2022,150000,84,2563489
2022,211500,85,2749457
2022,138600,86,2810373
2022,170000,87,2880373
2022,123000,88,2945373
2022,215300,89,3140502
2022,158200,90,3189702
2022,180000,91,3239702
2022,71982,92,3221684
2022,45807,93,3130871
2022,260000,94,3291511
2022,180000,95,3353722
2022,80000,96,3329020
2022,140400,97,3323420
2022,215300,98,3415720
2022,31615,99,3381897
2022,18442,100,3361076
2022,104890,101,3300746
2022,140000,102,3320586
2022,220000,103,3360586
2022,140000,104,3380586
2022,183228,105,3468264
2022,91614,106,3392878
2022,185100,107,3454978
2022,200000,108,3504978
2022,120000,109,3413478
2022,230000,110,3504878
2022,100000,111,3434878
2022,100000,112,3411878
2022,35590,113,3232168
2022,100000,114,3173968
2022,165000,115,3158968
2022,52396,116,3139382
2022,40000,117,3133575
2022,86703,118,2960278
2022,48000,119,2828278
2022,122346,120,2870624
2022,69336,121,2799560
2022,135000,122,2719260
2022,78000,123,2765645
2022,141300,124,2888503
2022,102100,125,2885713
2022,205300,126,2951013
2022,140400,127,2871413
2022,176000,128,2907413
2022,144000,129,2868185
2022,205300,130,2981871
2022,140400,131,2937171
2022,140000,132,2877171
2022,210000,133,2967171
2022,140000,134,2877171
2022,210000,135,2987171
2022,140000,136,3027171
2022,210000,137,3201581
2022,140000,138,3241581
2022,230000,139,3306581
2022,150000,140,3404185
2022,210000,141,3574185
2022,160000,142,3647482
2022,130000,143,3729482
2021,50000,25,2011324
2021,9466,26,1940957
2021,49646,27,1954868
2021,100000,28,2003547
2021,80000,29,2043066
2021,82500,30,2085650
2021,150000,31,2167222
2021,75774,32,2197236
2021,13400,33,2133678
2021,119059,34,2147737
2021,2859,35,2111820
2021,40038,36,2033858
2021,5679,37,1919537
2021,90734,38,1871921
2021,147000,39,1997252
2021,61467,40,1646719
2021,37825,41,1621818
2021,160000,42,1732550
2021,12901,43,1640451
2021,90734,44,1639948
2021,116914,45,1694136
2021,33808,46,1685747
2021,56256,47,1688811
2021,87738,48,1746798
2021,88654,49,1762452
2021,135000,50,1847452
2021,46809,51,1884795
2021,4000,52,1839149
2021,103691,53,1842840
2021,165000,54,1927840
2021,36643,55,1881983
2021,115000,56,1846983
2021,90000,57,1861209
2021,28399,58,1876208
2021,130000,59,1887149
2021,16904,60,1901194
2021,25532,61,1886688
2021,77684,62,1958693
2021,100000,63,1967959
2021,58000,64,1878959
2021,20171,65,1837663
2021,109000,66,1908838
2022,130000,67,1878838
2022,90000,68,1955937
2022,136620,69,2001823
2022,99360,70,1984269
2022,117789,71,2068250
2022,104702,72,2116696
2022,146000,73,2174958
2022,123000,74,2209304
2022,65438,75,2139742
2022,39263,76,2132196
2022,165220,77,2293416
2022,120160,78,2309885
2022,180000,79,2324885
2022,120000,80,2408242
2022,95550,81,2388792
2022,167000,82,2465792
2022,123000,83,2560393
2022,150000,84,2580393
2022,211500,85,2774989
2022,138600,86,2888057
2022,170000,87,2980373
2022,123000,88,3003373
2022,215300,89,3160673
2022,158200,90,3298702
2022,180000,91,3369702
2022,71982,92,3311684
2022,45807,93,3267491
2022,260000,94,3390871
2022,180000,95,3471511
2022,80000,96,3433722
2022,140400,97,3469420
2022,215300,98,3538720
2022,31615,99,3447335
2022,18442,100,3400339
2022,104890,101,3465966
2022,140000,102,3440746
2022,220000,103,3540586
2022,140000,104,3500586
2022,183228,105,3563814
2022,91614,106,3559878
2022,185100,107,3577978
2022,200000,108,3654978
2022,120000,109,3624978
2022,230000,110,3643478
2022,100000,111,3604878
2022,100000,112,3534878
2022,35590,113,3447468
2022,100000,114,3332168
2022,165000,115,3338968
2022,52396,116,3211364
2022,40000,117,3179382
